Campaign_ID,Clicks,Conversions,Platform,Content_Type,Target_Age,Target_Gender,Region,Revenue,Spend,Date,Impressions,CTR,CPC,CPA,ROAS
C8683,104,45,YouTube,Image,45-54,Male,Africa,2295,7329.0,2024-10-31,5621,0.018502045899306173,70.47115384615384,162.86666666666667,0.3131395824805567
C6119,1807,47,LinkedIn,Image,35-44,Female,South America,8319,4860.8,2024-10-12,3249,0.5561711295783318,2.689983397897067,103.42127659574469,1.7114466754443711
C4126,518,32,Google,Image,45-54,Other,South America,5920,2023.5,2024-11-04,9942,0.05210219271776303,3.9063706563706564,63.234375,2.9256239189523106
C7290,1051,447,Google,Carousel,35-44,Male,North America,16539,6070.0,2024-09-02,5313,0.19781667607754563,5.775451950523311,13.579418344519016,2.7247116968698517
C4977,909,422,YouTube,Image,25-34,Female,Europe,16458,5565.0,2024-04-09,7518,0.1209098164405427,6.122112211221122,13.187203791469194,2.957412398921833
C7571,760,383,YouTube,Image,25-34,Male,Europe,45194,7755.9,2024-03-06,3591,0.21164021164021163,10.205131578947368,20.250391644908614,5.827047795871531
C9725,728,112,Google,Text,35-44,Female,Asia,20272,5625.6,2024-09-02,8802,0.08270847534651216,7.7274725274725276,50.228571428571435,3.603526734926052
C1839,677,370,LinkedIn,Image,25-34,Male,North America,44400,8296.2,2024-03-27,8635,0.07840185292414592,12.254357459379618,22.422162162162163,5.351847833948072
C5814,1201,1086,Google,Image,35-44,Female,North America,42354,9108.3,2024-10-27,5604,0.21431120628122768,7.583930058284762,8.387016574585635,4.650044464938573
C5221,1713,272,LinkedIn,Text,25-34,Other,South America,42976,5809.2,2024-12-13,5301,0.32314657611771364,3.3912434325744307,21.35735294117647,7.397920539833368
C1773,602,200,LinkedIn,Video,45-54,Male,Africa,20000,8878.6,2024-12-14,2346,0.2566069906223359,14.748504983388704,44.393,2.2526073930574637
C2910,1643,615,Facebook,Text,18-24,Male,North America,87330,6544.8,2024-06-24,2219,0.740423614240649,3.983444917833232,10.641951219512196,13.343417675100843
C4597,1537,83,Google,Carousel,45-54,Other,Europe,13363,4666.2,2024-08-21,8299,0.18520303651042294,3.035914118412492,56.21927710843373,2.863786378637864
C5599,208,194,Facebook,Image,45-54,Male,Europe,20564,7575.0,2024-12-16,6246,0.03330131284021774,36.41826923076923,39.04639175257732,2.7147194719471948
C7037,840,80,Google,Text,45-54,Male,North America,9120,4650.0,2024-04-13,1748,0.4805491990846682,5.535714285714286,58.125,1.961290322580645
C9467,399,185,LinkedIn,Image,45-54,Female,Africa,22385,5723.2,2024-08-20,7485,0.05330661322645291,14.343859649122807,30.936216216216216,3.911273413474979
C9701,1976,842,Instagram,Text,45-54,Other,North America,159980,7090.2,2025-01-02,9884,0.19991906110886282,3.588157894736842,8.420665083135392,22.563538405122564
C3666,1258,393,Facebook,Image,35-44,Female,Europe,74277,9114.0,2024-07-21,8884,0.1416028815848717,7.24483306836248,23.19083969465649,8.149769585253456
C9462,967,650,YouTube,Carousel,18-24,Other,North America,61100,5176.5,2024-10-31,2770,0.34909747292418775,5.353154084798345,7.963846153846154,11.803342026465758
C5704,1721,1690,Facebook,Carousel,25-34,Other,South America,253500,4097.6,2024-03-05,6486,0.265340733888375,2.380941313190006,2.4246153846153846,61.86548223350253
C1792,738,31,LinkedIn,Image,35-44,Female,Africa,4960,8221.5,2024-08-31,7926,0.093111279333838,11.140243902439025,265.2096774193548,0.6032962354801436
C2315,443,420,Google,Carousel,55+,Female,Africa,52920,2949.8,2024-09-07,7156,0.061906092789267744,6.658690744920993,7.023333333333333,17.940199335548172
C6735,201,54,Facebook,Carousel,25-34,Male,Africa,2916,7837.5,2024-07-03,9178,0.021900196121159295,38.992537313432834,145.13888888888889,0.3720574162679426
C8747,1019,999,YouTube,Carousel,18-24,Other,Europe,128871,3060.3,2024-08-20,8761,0.11631092341056957,3.0032384690873406,3.0633633633633637,42.110577394373095
C3665,1653,739,Google,Carousel,18-24,Other,Africa,147061,10374.0,2024-11-02,5548,0.2979452054794521,6.275862068965517,14.03788903924222,14.175920570657413
C6915,925,719,YouTube,Text,18-24,Female,Africa,27322,8945.4,2024-10-26,8447,0.10950633360956552,9.670702702702702,12.44144645340751,3.0543072417108235
C7347,1786,818,Google,Carousel,25-34,Female,Africa,39264,7539.0,2024-09-25,4291,0.41621999533908177,4.221164613661814,9.21638141809291,5.208117787504974
C9107,490,291,LinkedIn,Carousel,18-24,Other,Africa,34338,8514.0,2024-08-30,6380,0.0768025078369906,17.375510204081632,29.257731958762886,4.033121916842847
C3996,931,129,Google,Video,25-34,Female,Asia,15351,8829.6,2024-04-08,5979,0.155711657467804,9.483995703544576,68.44651162790699,1.738583854308236
C8642,1089,506,Instagram,Image,55+,Female,Asia,36432,9136.1,2024-04-24,2320,0.4693965517241379,8.389439853076217,18.055533596837947,3.9876971574304134
C5426,1199,158,YouTube,Text,25-34,Female,South America,15010,5829.8,2024-05-21,8576,0.13980876865671643,4.862218515429524,36.89746835443038,2.574702391162647
C1729,259,15,Instagram,Video,45-54,Female,North America,2370,9960.0,2024-11-30,9773,0.0265015860022511,38.455598455598455,664.0,0.23795180722891565
C8156,925,920,Google,Video,35-44,Other,North America,99360,6099.6,2024-04-22,5384,0.17180534918276374,6.594162162162163,6.630000000000001,16.289592760180994
C8618,682,552,YouTube,Carousel,25-34,Other,Europe,109296,6583.5,2024-12-03,4066,0.1677324151500246,9.653225806451612,11.92663043478261,16.601503759398497
C4514,841,286,LinkedIn,Text,25-34,Other,North America,25454,2163.0,2024-02-23,4938,0.1703118671526934,2.571938168846611,7.562937062937063,11.767914932963476
C3583,472,471,Instagram,Carousel,18-24,Male,Asia,67353,8725.6,2024-08-19,2692,0.17533432392273401,18.4864406779661,18.525690021231423,7.719010727056019
C9909,1944,449,Google,Video,18-24,Other,Africa,75432,6322.6,2024-02-21,2019,0.962852897473997,3.2523662551440333,14.0815144766147,11.930534906525796
C9506,1886,38,Instagram,Image,55+,Other,South America,3192,5750.4,2025-02-09,3766,0.5007966011683483,3.0489925768822905,151.32631578947368,0.5550918196994992
C1568,1268,863,Facebook,Image,18-24,Other,Asia,25890,3336.8,2024-08-07,3549,0.35728374189912654,2.6315457413249215,3.8665121668597915,7.758930712059458
C2988,1713,1374,YouTube,Image,45-54,Other,Asia,107172,6827.6,2024-12-17,4802,0.35672636401499375,3.985755983654408,4.969141193595342,15.696877380045697
C1179,1831,1002,LinkedIn,Carousel,45-54,Male,Asia,121242,7891.2,2025-01-06,4587,0.3991715718334423,4.309776078645549,7.8754491017964074,15.364203163017033
C1926,996,222,Facebook,Carousel,25-34,Female,South America,13320,8716.8,2024-10-24,6036,0.16500994035785288,8.751807228915663,39.26486486486486,1.5280837004405288
C5567,578,358,LinkedIn,Video,25-34,Other,South America,66230,5804.5,2024-09-03,4459,0.12962547656425208,10.042387543252595,16.213687150837988,11.410112843483503
C2273,145,46,LinkedIn,Video,55+,Male,Europe,3680,5990.4,2024-06-18,1959,0.07401735579377233,41.31310344827586,130.22608695652173,0.6143162393162394
C3826,1706,272,Instagram,Carousel,25-34,Other,Africa,53584,7741.8,2024-04-22,1347,1.2665181885671863,4.537983587338804,28.462500000000002,6.921387790953008
C2366,297,259,Facebook,Image,55+,Male,Europe,48433,7504.2,2024-04-18,6292,0.0472027972027972,25.266666666666666,28.973745173745172,6.454119026678393
C1164,1066,541,Instagram,Video,25-34,Male,South America,27591,2085.5,2024-09-29,4432,0.24052346570397112,1.9563789868667918,3.854898336414048,13.229920882282427
C4920,1613,941,Google,Image,35-44,Male,South America,52696,2056.4,2025-02-07,4333,0.3722594045695823,1.2748915065096096,2.185334750265675,25.625364715035985
C2431,1272,375,LinkedIn,Image,35-44,Female,South America,63750,6322.6,2024-08-11,8324,0.15281114848630467,4.9705974842767295,16.860266666666668,10.082877297314395
C6662,1922,350,YouTube,Image,35-44,Male,Africa,19950,6232.8,2024-05-25,8220,0.23381995133819952,3.242872008324662,17.808,3.200808625336927
C2429,964,950,Facebook,Text,55+,Male,Asia,125400,8330.0,2024-07-18,4890,0.19713701431492842,8.641078838174273,8.76842105263158,15.054021608643458
C8551,1179,616,Google,Video,55+,Female,Africa,78848,5171.2,2024-05-26,5415,0.21772853185595567,4.386089906700594,8.394805194805194,15.247524752475249
C8414,981,148,YouTube,Text,45-54,Other,North America,16872,5890.0,2024-05-26,1182,0.8299492385786802,6.00407747196738,39.7972972972973,2.8645161290322583
C7440,1015,704,Facebook,Video,35-44,Female,North America,39424,7675.2,2024-06-21,5398,0.1880326046683957,7.561773399014778,10.902272727272727,5.136543673129039
C8716,371,200,LinkedIn,Text,18-24,Female,Africa,20800,6312.5,2025-01-16,7203,0.05150631681243926,17.014824797843666,31.5625,3.295049504950495
C5275,787,104,Google,Text,18-24,Female,North America,4264,8851.2,2024-10-25,9447,0.0833068699057902,11.246759847522238,85.10769230769232,0.48174258857556035
C3412,187,70,LinkedIn,Carousel,18-24,Female,North America,7420,9838.4,2024-06-19,4794,0.03900709219858156,52.61176470588235,140.54857142857142,0.754187672792324
C5670,511,410,YouTube,Text,45-54,Male,Asia,19680,6174.0,2024-05-18,6559,0.07790821771611527,12.082191780821917,15.058536585365854,3.187560738581147
C7395,1531,566,YouTube,Text,35-44,Male,Africa,49242,7526.4,2024-12-28,5929,0.25822229718333617,4.916002612671456,13.297526501766784,6.542570153061225
C2731,432,119,Instagram,Carousel,55+,Female,Asia,13566,3494.4,2024-04-02,6371,0.06780725160885262,8.088888888888889,29.364705882352943,3.8822115384615383
C6433,1788,43,YouTube,Text,25-34,Male,North America,6794,7453.8,2024-08-23,4300,0.4158139534883721,4.168791946308725,173.34418604651162,0.9114813920416431
C8255,137,72,Facebook,Text,45-54,Female,Asia,8064,3612.0,2025-01-28,6884,0.01990122022080186,26.364963503649633,50.166666666666664,2.2325581395348837
C1268,485,312,Instagram,Video,55+,Female,South America,24024,7992.8,2024-11-22,2005,0.24189526184538654,16.48,25.617948717948718,3.005705134621159
C5077,1732,244,Facebook,Video,55+,Female,North America,30256,8572.8,2024-02-16,4678,0.3702436938862762,4.949653579676674,35.13442622950819,3.529301978350131
C4648,1397,1289,Google,Image,18-24,Male,Asia,250066,9470.0,2024-04-29,4813,0.290255557864118,6.778811739441661,7.34678044996121,26.40612460401267
C2466,272,169,Instagram,Text,25-34,Other,Europe,10985,2092.8,2024-10-11,3514,0.07740466704610131,7.694117647058825,12.383431952662724,5.248948776758409
C6212,292,113,LinkedIn,Carousel,45-54,Other,Europe,15707,2242.2,2024-11-19,3411,0.08560539431251832,7.67876712328767,19.842477876106194,7.005173490322005
C9010,1190,901,YouTube,Video,45-54,Other,North America,109922,5137.6,2024-03-24,6336,0.18781565656565657,4.317310924369748,5.702108768035517,21.395593273123637
C5106,1763,899,LinkedIn,Carousel,18-24,Male,Africa,35960,7498.1,2024-06-09,9240,0.1908008658008658,4.253034600113443,8.340489432703004,4.79588162334458
C3994,676,64,YouTube,Image,18-24,Female,South America,5632,7969.5,2024-08-07,2701,0.2502776749352092,11.789201183431953,124.5234375,0.7066942719116632
C6538,541,504,LinkedIn,Video,45-54,Male,Asia,74592,6742.4,2024-10-30,6935,0.07801009372746937,12.462846580406653,13.377777777777776,11.06312292358804
C2696,421,407,YouTube,Text,55+,Male,Africa,39479,4130.3,2024-06-28,5282,0.07970465732677016,9.810688836104514,10.148157248157249,9.558385589424496
C2662,901,24,YouTube,Image,45-54,Male,South America,2400,7690.8,2024-10-14,5178,0.17400540749324064,8.535849056603773,320.45,0.31206116398814165
C4282,1110,550,LinkedIn,Video,18-24,Male,Europe,50600,5136.0,2024-06-19,1332,0.8333333333333334,4.627027027027027,9.338181818181818,9.85202492211838
C3968,1992,1285,Facebook,Text,25-34,Female,North America,223590,7389.2,2025-01-21,7836,0.2542113323124043,3.709437751004016,5.750350194552529,30.259026687598116
C2176,578,321,Instagram,Text,55+,Female,Africa,37236,1968.0,2025-01-26,6955,0.08310567936736162,3.4048442906574397,6.130841121495327,18.920731707317074
C6493,1202,1045,Google,Carousel,35-44,Female,South America,199595,5640.0,2024-08-25,4010,0.2997506234413965,4.692179700499168,5.3971291866028706,35.38918439716312
C1526,1176,908,LinkedIn,Carousel,35-44,Male,North America,83536,2441.1,2024-04-21,7050,0.16680851063829788,2.075765306122449,2.6884361233480174,34.22063823686043
C5357,209,33,Google,Video,45-54,Female,Asia,4851,7420.5,2024-03-04,8393,0.02490170380078637,35.504784688995215,224.86363636363637,0.6537295330503335
C7147,1548,368,Facebook,Carousel,55+,Other,Asia,72864,9186.5,2024-08-08,7857,0.1970217640320733,5.934431524547803,24.963315217391305,7.931638817830512
C1755,595,413,Instagram,Carousel,35-44,Other,Africa,58233,7203.0,2024-12-11,7943,0.07490872466322548,12.105882352941176,17.440677966101696,8.084548104956268
C5315,1902,355,LinkedIn,Image,55+,Other,Africa,42955,7585.4,2024-05-10,9360,0.2032051282051282,3.9881177707676128,21.367323943661972,5.662852321565112
C1955,364,325,LinkedIn,Image,55+,Male,Asia,33800,3494.4,2024-06-15,4578,0.07951070336391437,9.6,10.752,9.672619047619047
C2099,1498,598,Facebook,Text,45-54,Other,South America,99268,9920.0,2024-12-22,3064,0.48890339425587465,6.622162883845127,16.588628762541806,10.006854838709678
C9787,1300,585,Instagram,Carousel,25-34,Other,South America,111735,5201.5,2024-04-07,8485,0.15321154979375368,4.001153846153846,8.891452991452992,21.48130347015284
C9991,1598,423,Facebook,Video,55+,Other,Europe,69372,8524.4,2024-03-26,9312,0.171606529209622,5.33441802252816,20.15224586288416,8.138050771901835
C1249,1447,176,Instagram,Video,35-44,Male,Africa,13728,6931.2,2024-08-30,4229,0.3421612674391109,4.790048375950242,39.38181818181818,1.9806094182825484
C3289,438,289,Instagram,Video,45-54,Male,Europe,49708,5212.8,2024-06-23,7617,0.057502953918865694,11.901369863013699,18.037370242214532,9.535758133824432
C3249,1770,619,LinkedIn,Carousel,45-54,Other,Europe,34045,7430.4,2024-07-16,1920,0.921875,4.197966101694915,12.003877221324716,4.581852928509906
C6980,509,142,Facebook,Text,45-54,Male,South America,13774,6394.5,2024-08-10,4504,0.11301065719360569,12.56286836935167,45.03169014084507,2.154038626945031
C2751,571,61,YouTube,Carousel,18-24,Male,Africa,3477,2366.1,2024-03-11,4492,0.12711487088156723,4.143782837127846,38.78852459016393,1.4695067833143147
C6646,1585,1065,YouTube,Carousel,25-34,Other,Asia,208740,8900.0,2024-09-22,2292,0.6915357766143106,5.615141955835962,8.35680751173709,23.453932584269662
C2838,1653,166,Facebook,Text,35-44,Other,South America,31706,2100.8,2024-04-13,2367,0.6983523447401775,1.2709013914095584,12.655421686746989,15.092345773038842
C1202,1847,1270,Google,Carousel,55+,Other,Africa,67310,5009.6,2024-10-04,4465,0.41366181410974245,2.7122902003248512,3.9445669291338588,13.436202491216862
C6554,1318,1225,Facebook,Image,45-54,Male,South America,180075,4355.4,2024-11-09,2430,0.5423868312757202,3.304552352048558,3.555428571428571,41.345226615236264
C6282,1619,253,Instagram,Image,35-44,Female,Africa,50600,4160.0,2024-07-05,4560,0.35504385964912283,2.569487337862878,16.442687747035574,12.163461538461538
C3287,822,759,YouTube,Text,45-54,Male,Asia,115368,5243.0,2024-03-12,4531,0.1814169057603178,6.378345498783455,6.907773386034256,22.004196070951746
C3336,613,552,YouTube,Carousel,18-24,Other,Asia,105984,9030.7,2024-07-31,9684,0.06330028913672037,14.731973898858076,16.359963768115943,11.73596731150409
C2203,1234,281,YouTube,Text,45-54,Male,North America,22761,8548.8,2025-01-27,5506,0.22411914275335998,6.927714748784441,30.42277580071174,2.6624789444132513
C5305,1038,816,Instagram,Video,25-34,Other,South America,121584,2510.0,2024-10-08,5420,0.19151291512915128,2.418111753371869,3.075980392156863,48.439840637450196
C5375,1756,624,Instagram,Video,25-34,Male,Asia,28080,5510.5,2024-02-22,3259,0.5388155876035594,3.1380979498861046,8.830929487179487,5.0957263406224484
C6556,1689,543,Google,Image,35-44,Female,South America,86880,4292.4,2024-06-09,5133,0.32904734073641145,2.541385435168739,7.904972375690607,20.24042493709813
C5378,644,335,Instagram,Carousel,55+,Male,South America,35510,9379.9,2024-05-25,9401,0.06850335070737155,14.565062111801241,27.999701492537312,3.7857546455719144
C8714,1000,452,YouTube,Carousel,55+,Female,South America,13560,6557.2,2024-05-13,2545,0.3929273084479371,6.5572,14.507079646017699,2.06795583480754
C2782,333,313,Instagram,Text,35-44,Other,Africa,36621,2064.0,2024-03-06,3611,0.09221822209914152,6.198198198198198,6.594249201277956,17.742732558139537
C1809,574,96,LinkedIn,Image,55+,Other,South America,15168,4139.2,2024-02-14,5070,0.11321499013806706,7.211149825783972,43.11666666666667,3.6644762272902978
C5763,1685,902,LinkedIn,Carousel,18-24,Other,Asia,62238,8261.4,2024-05-22,4563,0.36927460004383084,4.902908011869436,9.158980044345897,7.533589948434891
C6911,472,225,Facebook,Video,45-54,Male,Asia,27450,4274.5,2024-10-18,3946,0.11961479979726306,9.05614406779661,18.997777777777777,6.421803719733302
C4570,467,44,YouTube,Carousel,45-54,Other,South America,6556,4394.1,2024-02-25,1656,0.28200483091787437,9.409207708779444,99.8659090909091,1.4920006372180878
C8939,199,127,Facebook,Image,35-44,Male,South America,4445,3530.8,2024-10-29,5589,0.03560565396314189,17.742713567839196,27.80157480314961,1.2589214908802537
C9017,1906,798,YouTube,Video,18-24,Other,North America,75012,9807.2,2024-05-11,5850,0.3258119658119658,5.145435466946485,12.289724310776943,7.648666285993963
C3559,1450,1115,Facebook,Video,35-44,Male,Europe,81395,6850.8,2024-12-17,2160,0.6712962962962963,4.724689655172414,6.144215246636771,11.881094178782039
C2586,619,89,LinkedIn,Video,25-34,Other,South America,8277,8464.5,2024-07-17,7766,0.07970641256760237,13.674474959612278,95.1067415730337,0.9778486620591884
C8329,1171,699,LinkedIn,Image,55+,Male,North America,51027,3580.0,2024-03-07,1731,0.6764875794338533,3.0572160546541416,5.121602288984263,14.253351955307263
C2140,1307,1041,LinkedIn,Image,45-54,Male,Europe,200913,3841.2,2024-03-23,5170,0.2528046421663443,2.9389441469013007,3.689913544668588,52.30474851608872
C3666,1969,557,LinkedIn,Text,35-44,Male,North America,90234,6415.5,2024-10-25,5918,0.33271375464684017,3.2582529202640935,11.517953321364452,14.064998830956277
C5211,352,44,Instagram,Image,45-54,Female,Africa,3784,4201.6,2024-11-02,5686,0.06190643686246922,11.936363636363637,95.4909090909091,0.9006092916984005
C3270,1096,914,Google,Image,35-44,Male,North America,77690,2250.4,2024-02-21,1602,0.6841448189762797,2.0532846715328468,2.462144420131291,34.52275151084252
C7625,1684,321,YouTube,Image,55+,Female,Africa,35310,7910.4,2025-01-03,6650,0.2532330827067669,4.697387173396675,24.642990654205608,4.4637439320388355
C4187,453,343,Facebook,Video,25-34,Other,North America,41160,8358.0,2024-03-19,2990,0.15150501672240801,18.450331125827816,24.367346938775512,4.924623115577889
C1613,681,314,Instagram,Text,18-24,Other,Asia,27632,5842.5,2024-04-24,4160,0.16370192307692308,8.579295154185022,18.606687898089174,4.729482242190843
C7767,1797,258,YouTube,Video,35-44,Male,South America,38700,8837.4,2024-11-14,7796,0.23050282195997948,4.917863105175292,34.253488372093024,4.379116029601467
C4627,1263,920,LinkedIn,Text,55+,Female,Asia,103960,3672.0,2024-04-21,4587,0.2753433616742969,2.9073634204275534,3.991304347826087,28.311546840958606
C5910,293,291,LinkedIn,Video,55+,Other,Asia,49179,7374.8,2024-04-23,1350,0.21703703703703703,25.169965870307166,25.342955326460483,6.66851982426642
C2193,219,214,YouTube,Image,25-34,Female,South America,28034,7910.1,2024-08-01,6169,0.03550008105041336,36.11917808219178,36.96308411214954,3.544076560346898
C3002,696,292,LinkedIn,Text,25-34,Female,Europe,19856,7379.4,2024-10-29,5312,0.13102409638554216,10.602586206896552,25.271917808219175,2.6907336639835218
C1714,72,62,LinkedIn,Carousel,18-24,Male,North America,9114,3773.3,2025-01-16,4235,0.017001180637544275,52.40694444444445,60.85967741935484,2.4153923621233404
C3181,1707,1372,YouTube,Image,25-34,Other,Asia,223636,2381.6,2024-02-26,2071,0.8242394978271367,1.3951962507322788,1.7358600583090378,93.9015787705744
C3848,607,407,YouTube,Video,55+,Other,Asia,32560,8440.0,2024-06-29,4809,0.12622166770638385,13.904448105436574,20.737100737100736,3.8578199052132702
C3617,654,177,Facebook,Image,25-34,Female,Europe,22656,9838.4,2024-09-29,5257,0.12440555449876356,15.043425076452598,55.58418079096045,2.3028134656041632
C3628,1283,486,YouTube,Image,45-54,Male,Asia,39366,8160.0,2024-09-13,2717,0.472211998527788,6.360093530787218,16.790123456790123,4.824264705882353
C5194,842,776,Google,Text,25-34,Other,Asia,97000,9078.3,2025-02-03,1416,0.594632768361582,10.781828978622327,11.698840206185565,10.68481984512519
C6303,795,732,Instagram,Video,45-54,Other,Africa,125904,4924.8,2024-02-17,5582,0.14242207094231457,6.194716981132076,6.727868852459016,25.56530214424951
C9923,1262,1048,YouTube,Carousel,35-44,Female,Asia,143576,2280.0,2024-04-23,2800,0.45071428571428573,1.8066561014263074,2.1755725190839694,62.97192982456141
C7305,452,433,Instagram,Carousel,18-24,Female,Europe,52826,2454.1,2024-05-09,4849,0.09321509589606104,5.429424778761062,5.667667436489607,21.525610203333198
C5101,1392,811,Instagram,Text,18-24,Female,North America,90021,2891.0,2024-05-01,1625,0.8566153846153847,2.076867816091954,3.564734895191122,31.13836042891733
C5380,1333,35,LinkedIn,Text,25-34,Female,Asia,5985,3306.6,2024-02-29,2444,0.545417348608838,2.4805701425356337,94.47428571428571,1.8100163309744148
C3881,68,47,Instagram,Text,18-24,Other,North America,1833,3405.6,2024-02-29,7472,0.009100642398286937,50.08235294117647,72.45957446808511,0.538231148696265
C9517,1266,612,Google,Text,55+,Other,Africa,94860,8825.5,2024-05-06,1994,0.6349047141424273,6.9711690363349135,14.420751633986928,10.748399524106283
C9729,1704,385,LinkedIn,Text,25-34,Male,Africa,27335,7696.2,2024-09-08,4854,0.3510506798516687,4.516549295774648,19.99012987012987,3.5517528130765834
C1166,652,13,Facebook,Text,25-34,Female,South America,1170,6090.0,2024-06-17,4131,0.1578310336480271,9.340490797546012,468.46153846153845,0.1921182266009852
C2125,515,71,Facebook,Image,18-24,Male,Africa,12851,5757.0,2024-08-14,6250,0.0824,11.178640776699028,81.08450704225352,2.232239013375022
C1322,1798,1391,Facebook,Image,25-34,Male,North America,141882,6780.8,2024-04-26,4579,0.3926621533085827,3.7713014460511682,4.874766355140187,20.924079754601227
C2527,682,451,Instagram,Image,45-54,Male,Africa,16687,6817.5,2024-03-08,5429,0.12562166144778045,9.99633431085044,15.116407982261642,2.4476714338100476
C3307,83,43,Google,Carousel,25-34,Female,Europe,4859,4312.7,2024-02-21,1253,0.06624102154828412,51.96024096385542,100.2953488372093,1.126672386208176
C7981,788,167,Facebook,Carousel,18-24,Male,Africa,17368,9414.2,2024-04-22,5335,0.14770384254920338,11.946954314720813,56.37245508982036,1.8448726392046058
C9712,593,120,YouTube,Image,35-44,Other,North America,5640,8216.0,2024-07-20,3193,0.18571875978703414,13.854974704890388,68.46666666666667,0.6864654333008764
C2659,1658,833,LinkedIn,Text,55+,Female,North America,161602,10279.5,2024-09-07,1693,0.9793266391021854,6.199939686369119,12.340336134453782,15.72080354102826
C1416,206,192,Instagram,Carousel,45-54,Other,North America,13632,7536.9,2024-09-29,7892,0.026102382159148504,36.58689320388349,39.254687499999996,1.8087011901444892
C7312,373,249,Facebook,Video,55+,Other,Europe,29880,4085.0,2024-09-15,4582,0.0814054997817547,10.951742627345844,16.40562248995984,7.314565483476132
C4863,156,30,Instagram,Video,18-24,Other,Africa,5880,5311.6,2025-01-05,8666,0.018001384721901683,34.04871794871795,177.05333333333334,1.107011070110701
C5915,1346,854,LinkedIn,Image,18-24,Male,Europe,43554,6783.0,2025-01-01,7608,0.17691903259726605,5.039375928677563,7.942622950819672,6.421052631578948
C2755,803,300,Google,Video,45-54,Male,South America,60000,6301.4,2024-02-23,8135,0.09870928088506453,7.8473225404732245,21.004666666666665,9.521693591900213
C3274,143,15,Facebook,Text,25-34,Female,North America,1485,4273.8,2024-07-29,8218,0.01740082745193478,29.886713286713288,284.92,0.34746595535588937
C9336,877,659,Facebook,Video,35-44,Other,North America,83693,8741.6,2024-02-19,5008,0.17511980830670926,9.967616875712658,13.2649468892261,9.574105426924133
C7706,301,137,Facebook,Image,18-24,Other,North America,6713,8445.6,2024-02-23,1396,0.21561604584527222,28.058471760797342,61.64671532846715,0.794851757127972
C5506,73,71,Google,Video,18-24,Other,Europe,7739,8664.0,2024-08-17,8390,0.008700834326579261,118.68493150684931,122.02816901408451,0.8932363804247461
C9504,1632,565,Google,Video,25-34,Male,Africa,79100,8672.6,2024-03-23,5635,0.2896184560780834,5.314093137254902,15.349734513274337,9.120678919816433
C7424,907,761,YouTube,Image,45-54,Male,Europe,110345,9338.5,2024-11-10,3274,0.27703115455100796,10.296030871003307,12.271353482260183,11.816137495315093
C3850,393,372,YouTube,Text,35-44,Other,Asia,41292,4470.0,2024-03-13,6474,0.060704355885078776,11.374045801526718,12.016129032258064,9.23758389261745
C2037,376,281,Facebook,Video,18-24,Male,South America,50580,7405.2,2024-08-22,9740,0.03860369609856263,19.69468085106383,26.353024911032026,6.830335439961108
C3898,919,538,Facebook,Video,18-24,Other,Europe,98992,7196.8,2024-04-13,6559,0.14011282207653605,7.831120783460283,13.376951672862454,13.755002223210315
C8132,617,487,Instagram,Carousel,45-54,Female,North America,45291,7575.4,2024-11-08,7469,0.08260811353594859,12.277795786061589,15.55523613963039,5.978694194365974
C6970,1150,626,Google,Image,25-34,Female,North America,71364,2412.8,2024-08-28,7050,0.16312056737588654,2.0980869565217395,3.854313099041534,29.57725464190981
C1346,1908,1276,Facebook,Text,25-34,Other,Asia,81664,9486.4,2024-08-26,7517,0.25382466409471865,4.971907756813417,7.434482758620689,8.608534322820038
C4931,1212,943,LinkedIn,Text,35-44,Other,Europe,62238,3656.2,2025-01-25,9330,0.12990353697749196,3.0166666666666666,3.8772004241781546,17.022591761938624
C7542,1763,1006,Google,Text,45-54,Male,Asia,140840,5395.5,2024-04-02,8832,0.19961503623188406,3.0604083947816223,5.363320079522863,26.10323417662867
C9122,1522,818,YouTube,Video,25-34,Other,South America,141514,2971.5,2025-02-06,8802,0.17291524653487844,1.952365308804205,3.632640586797066,47.623759044253745
C9824,506,158,YouTube,Video,18-24,Other,South America,21646,4243.6,2024-12-11,1465,0.3453924914675768,8.386561264822134,26.85822784810127,5.100857762277311
C7655,899,864,Google,Text,18-24,Female,Asia,47520,4137.0,2024-10-03,6495,0.13841416474210932,4.601779755283649,4.788194444444445,11.48658448150834
C4386,1763,238,LinkedIn,Text,55+,Other,North America,28798,4547.2,2024-06-05,1684,1.0469121140142519,2.579239931934203,19.105882352941176,6.333128078817734
C6062,1435,1257,Facebook,Video,18-24,Other,Europe,248886,2987.6,2024-04-26,2980,0.4815436241610738,2.081951219512195,2.3767700875099442,83.30633284241532
C1696,121,47,LinkedIn,Text,35-44,Female,Africa,6439,9968.7,2024-06-24,8962,0.013501450569069404,82.38595041322314,212.10000000000002,0.6459217350306459
C6702,204,93,Google,Video,55+,Other,North America,4278,2880.8,2024-11-01,6891,0.029603831084022637,14.121568627450982,30.976344086021506,1.4850041655095805
C9503,1970,954,Google,Carousel,18-24,Other,Africa,74412,5272.4,2024-12-04,9498,0.20741208675510633,2.6763451776649743,5.526624737945492,14.11349669979516
C4579,1720,749,Google,Text,45-54,Male,Asia,36701,7833.0,2024-03-28,1000,1.72,4.55406976744186,10.457943925233645,4.685433422698838
C6148,340,304,YouTube,Video,45-54,Male,South America,49552,3637.5,2024-12-26,1368,0.24853801169590642,10.698529411764707,11.96546052631579,13.62254295532646
